snippet,language
  /* reserve focus rect */
  min-width: 40px;
  text-align: center;
  font-size: 9pt;
  line-height: 16px;
  font-weight: normal;
  /* Commands are lrtb */
  writing-mode: lr-tb;
}
button:lang(ar),
button:lang(dv),
button:lang(fa),
button:lang(he),
button:lang(ku-Arab),
button:lang(pa-Arab),
button:lang(prs),
button:lang(ps),
button:lang(sd-Arab),
button:lang(syr),
button:lang(ug),
button:lang(ur),
button:lang(qps-plocm) {
  writing-mode: rl-tb;
}
button.win-command:focus {
  outline: none;
}
/*
Command button icons.
*/
.win-commandicon {
  display: inline-block;
  margin: 0 28px;
  /* padding for command buttons, 2px/side for focus */
  min-width: 0;
  min-height: 0;
  padding: 0;
  /* Normal sizing */
  width: 40px;
  height: 40px;
  box-sizing: border-box;
  -moz-box-sizing: border-box;
  cursor: default;
}
.win-commandimage {
  /* Default font for glyphs. */
  font-family: ""Segoe UI Command"", ""Symbols"";
  letter-spacing: 0;
  /* Applications provide their own content, like &#xE0D5;. */
  vertical-align: middle;
  font-size: 14pt;
  margin: -2px;
  line-height: 40px;
  /* line-height must match the content box height */
  background-position: 0 0;
  background-origin: border-box;
  display: inline-block;
  /* Still 40px */
  width: 40px;
  height: 40px;
  background-size: 160px 80px;
}
/*
Offsets for sprite versions.
*/
html.win-hoverable button:enabled:hover .win-commandimage,
button:active .win-commandimage {
  background-position: -40px 0;
}
button:enabled:hover:active .win-commandimage.win-commandimage {
  background-position: -80px 0;
}
button:-ms-keyboard-active .win-commandimage {
  background-position: -80px 0;
}
button:disabled .win-commandimage,
button:disabled:active .win-commandimage {
  background-position: -120px 0;
}
/*
Offsets for sprite versions in selected state.
*/
button[aria-checked=true] .win-commandimage {
  background-position: 0 -40px;
}
html.win-hoverable button[aria-checked=true]:enabled:hover .win-commandimage,
button[aria-checked=true]:active .win-commandimage {
  background-position: -40px -40px;
}
button[aria-checked=true]:enabled:hover:active .win-commandimage.win-commandimage {
  background-position: -80px -40px;
}
button[aria-checked=true]:-ms-keyboard-active .win-commandimage {
  background-position: -80px -40px;
}
button[aria-checked=true]:disabled .win-commandimage,
button[aria-checked=true]:disabled:active .win-commandimage {
  background-position: -120px -40px;
}
/*
Command button ""ring"".
*/
.win-commandring,
html.win-hoverable button:enabled:hover .win-commandring,
button:active .win-commandring,
button.win-command:disabled .win-commandring,
button.win-command:disabled:active .win-commandring {
  border-width: 2px;
  border-style: solid;
  border-radius: 50%;
  background-clip: border-box;
}
button:enabled:hover:active .win-commandring.win-commandring,
button[aria-checked=true] .win-commandring,
button[aria-checked=true]:active .win-commandring,
button[aria-checked=true]:disabled .win-commandring,
button[aria-checked=true]:disabled:active .win-commandring {
  background-clip: border-box;
}
/*
Command button labels.
*/
button.win-command .win-label {
  position: relative;
  line-height: 16px;
  display: block;
  max-width: 88px;
  /* 100px button, but allow for 2px margins and 4px padding on each side */
  margin-top: 5px;
  margin-bottom: -1px;
  padding-left: 4px;
  /* 12px between buttons, 6px per side, minus 2px margins */
  padding-right: 4px;
  overflow: hidden;
  word-wrap: break-word;
  word-break: keep-all;
}
/*
AppBarCommand separator types.
*/
hr.win-command {
  display: inline-block;
  padding: 0;
  margin: 10px 29px 30px 30px;
  width: 1px;
  height: 40px;
  border: 0;
  vertical-align: top;
}
hr.win-command:lang(ar),
hr.win-command:lang(dv),
hr.win-command:lang(fa),
hr.win-command:lang(he),
hr.win-command:lang(ku-Arab),
hr.win-command:lang(pa-Arab),
hr.win-command:lang(prs),
hr.win-command:lang(ps),
hr.win-command:lang(sd-Arab),
hr.win-command:lang(syr),
hr.win-command:lang(ug),
hr.win-command:lang(ur),
hr.win-command:lang(qps-plocm) {
  margin-left: 29px;
  margin-right: 30px;
}
/*
AppBarCommand content types.
*/
div.win-command {
  display: inline-block;
  min-width: 0;
  min-height: 0;
  padding: 8px 30px;
  border: 2px solid;
  /* reserve focus rect */
  text-align: center;
  font-size: 9pt;
  line-height: 16px;
  font-weight: normal;
  vertical-align: top;
  /* Content Commands are lrtb */
  writing-mode: lr-tb;
}
div.win-command:lang(ar),
div.win-command:lang(dv),
div.win-command:lang(fa),
div.win-command:lang(he),
div.win-command:lang(ku-Arab),
div.win-command:lang(pa-Arab),
div.win-command:lang(prs),
div.win-command:lang(ps),
div.win-command:lang(sd-Arab),
div.win-command:lang(syr),
div.win-command:lang(ug),
div.win-command:lang(ur),
div.win-command:lang(qps-plocm) {
  writing-mode: rl-tb;
}
div.win-command:focus {
  outline: none;
}
/*
AppBar
*/
.win-appbar {
  z-index: 1002;
  border-width: 0;
  width: 100%;
  height: auto;
  left: 0;
  position: fixed;
  position: -ms-device-fixed;
  min-height: 25px;
}
.win-appbar.win-appbar-hiding > :not(.win-appbar-invokebutton) {
  opacity: 0;
}
.win-appbar.win-appbar-hidden > :not(.win-appbar-invokebutton) {
  display: none !important;
}
.win-appbar.win-appbar-hiding .win-appbar-invokebutton,
.win-appbar.win-appbar-hidden .win-appbar-invokebutton {
  width: 100%;
}
.win-appbar .win-appbar-invokebutton {
  width: 60px;
  height: 40px;
  position: absolute;
  right: 0px;
  margin: 0px;
  padding: 0px;
  border: none;
  min-width: 0px;
  display: none;
  z-index: 1;
}
.win-appbar .win-appbar-invokebutton .win-appbar-ellipsis {
  width: 56px;
  height: 21px;
  /* 21px + 4px of border === the height of the closed minimal AppBar.*/
  right: 0px;
  position: absolute;
  display: inline-block;
  border: solid 2px;
  font-size: 19px;
  text-align: center;
  font-family: ""Segoe UI Symbol"", ""Symbols"";
}
.win-appbar .win-appbar-invokebutton .win-appbar-ellipsis::before {
  content: ""\E10C"";
  position: relative;
}
.win-appbar .win-appbar-invokebutton:focus .win-appbar-ellipsis {
  border: solid 2px;
}
.win-appbar:lang(ar) .win-appbar-invokebutton,
.win-appbar:lang(dv) .win-appbar-invokebutton,
.win-appbar:lang(fa) .win-appbar-invokebutton,
.win-appbar:lang(he) .win-appbar-invokebutton,
.win-appbar:lang(ku-Arab) .win-appbar-invokebutton,
.win-appbar:lang(pa-Arab) .win-appbar-invokebutton,
.win-appbar:lang(prs) .win-appbar-invokebutton,
.win-appbar:lang(ps) .win-appbar-invokebutton,
.win-appbar:lang(sd-Arab) .win-appbar-invokebutton,
.win-appbar:lang(syr) .win-appbar-invokebutton,
.win-appbar:lang(ug) .win-appbar-invokebutton,
.win-appbar:lang(ur) .win-appbar-invokebutton,
.win-appbar:lang(qps-plocm) .win-appbar-invokebutton,
.win-appbar:lang(ar) .win-appbar-invokebutton .win-appbar-ellipsis,
.win-appbar:lang(dv) .win-appbar-invokebutton .win-appbar-ellipsis,
.win-appbar:lang(fa) .win-appbar-invokebutton .win-appbar-ellipsis,
.win-appbar:lang(he) .win-appbar-invokebutton .win-appbar-ellipsis,
.win-appbar:lang(ku-Arab) .win-appbar-invokebutton .win-appbar-ellipsis,
.win-appbar:lang(pa-Arab) .win-appbar-invokebutton .win-appbar-ellipsis,
.win-appbar:lang(prs) .win-appbar-invokebutton .win-appbar-ellipsis,
.win-appbar:lang(ps) .win-appbar-invokebutton .win-appbar-ellipsis,
.win-appbar:lang(sd-Arab) .win-appbar-invokebutton .win-appbar-ellipsis,
.win-appbar:lang(syr) .win-appbar-invokebutton .win-appbar-ellipsis,
.win-appbar:lang(ug) .win-appbar-invokebutton .win-appbar-ellipsis,
.win-appbar:lang(ur) .win-appbar-invokebutton .win-appbar-ellipsis,
.win-appbar:lang(qps-plocm) .win-appbar-invokebutton .win-appbar-ellipsis {
  right: auto;
  left: 0px;
}
.win-appbar.win-bottom .win-appbar-invokebutton,
.win-appbar.win-bottom .win-appbar-ellipsis {
  top: 0px;
}
.win-appbar.win-bottom .win-appbar-ellipsis::before {
  /* Necessary to adjust vertical position of Ellipsis Glyph in bottom AppBar so that the top of the 3 ellipsis dots are drawn ~10px away from the top of the AppBar.
               This is to appear consistent with where the top of the win-commnandring element in an AppBarCommand button is drawn, also 10px away from the top of the AppBar.
               This value is dependant on the font-size of the Ellipsis Glyph being 19px and the height of the parent element being 21px */
  top: -3px;
}
.win-appbar.win-top .win-appbar-invokebutton,
.win-appbar.win-top .win-appbar-ellipsis {
  bottom: 0px;
}
.win-appbar.win-top .win-appbar-ellipsis::before {
  /* Necessary to adjust vertical position of Ellipsis Glyph in top AppBar so that the botom of the 3 ellipsis dots are drawn ~10px away from the bottom of the AppBar.
               This is to appear consistent with where the bottom of the win-label in an AppBarCommand button is drawn, also 10px away from the bottom of the AppBar.
               This value is dependant on the font-size of the Ellipsis Glyph being 19px and the height of the parent element being 21px */
  bottom: 2px;
}
.win-appbar.win-appbar-minimal .win-appbar-invokebutton {
  display: block;
}
/*
AppBar commands layout
*/
.win-commandlayout {
  display: -ms-flexbox;
  display: -webkit-flex;
  display: flex;
  -ms-flex-direction: row;
  -webkit-flex-direction: row;
  flex-direction: row;
  -ms-flex-wrap: none;
  -webkit-flex-wrap: nowrap;
  flex-wrap: nowrap;
  -ms-flex-pack: center;
  -webkit-justify-content: center;
  justify-content: center;
  -ms-flex-align: start;
  -webkit-align-items: flex-start;
  align-items: flex-start;
}
.win-commandlayout .win-primarygroup {
  -ms-flex-order: 2;
  flex-order: 2;
  -webkit-order: 2;
  order: 2;
  display: -ms-inline-flexbox;
  display: -webkit-inline-flex;
  display: inline-flex;
  -ms-flex: 1 1 auto;
  -webkit-flex: 1 1 auto;
  flex: 1 1 auto;
  -ms-flex-direction: row;
  -webkit-flex-direction: row;
  flex-direction: row;
  -ms-flex-wrap: wrap;
  -webkit-flex-wrap: wrap;
  flex-wrap: wrap;
  -ms-flex-pack: end;
  -webkit-justify-content: flex-end;
  justify-content: flex-end;
  -ms-flex-align: start;
  -webkit-align-items: flex-start;
  align-items: flex-start;
}
.win-commandlayout .win-secondarygroup {
  -ms-flex-order: 1;
  flex-order: 1;
  -webkit-order: 1;
  order: 1;
  display: -ms-inline-flexbox;
  display: -webkit-inline-flex;
  display: inline-flex;
  -ms-flex: 1 1 auto;
  -webkit-flex: 1 1 auto;
  flex: 1 1 auto;
  -ms-flex-direction: row;
  -webkit-flex-direction: row;
  flex-direction: row;
  -ms-flex-wrap: wrap;
  -webkit-flex-wrap: wrap;
  flex-wrap: wrap;
  -ms-flex-pack: start;
  -webkit-justify-content: flex-start;
  justify-content: flex-start;
  -ms-flex-align: start;
  -webkit-align-items: flex-start;
  align-items: flex-start;
}
.win-commandlayout .win-command {
  -ms-flex: 0 0 auto;
  -webkit-flex: 0 0 auto;
  flex: 0 0 auto;
}
.win-commandlayout.win-appbar-showing,
.win-commandlayout.win-appbar-shown,
.win-commandlayout.win-appbar-hiding {
  min-height: 80px;
}
.win-commandlayout.win-appbar-minimal {
  padding-right: 60px;
  width: calc(100% - 60px);
}
/* CommandsLayout RTL */
.win-commandlayout:lang(ar).win-appbar-minimal,
.win-commandlayout:lang(dv).win-appbar-minimal,
.win-commandlayout:lang(fa).win-appbar-minimal,
.win-commandlayout:lang(he).win-appbar-minimal,
.win-commandlayout:lang(ku-Arab).win-appbar-minimal,
.win-commandlayout:lang(pa-Arab).win-appbar-minimal,
.win-commandlayout:lang(prs).win-appbar-minimal,
.win-commandlayout:lang(ps).win-appbar-minimal,
.win-commandlayout:lang(sd-Arab).win-appbar-minimal,
.win-commandlayout:lang(syr).win-appbar-minimal,
.win-commandlayout:lang(ug).win-appbar-minimal,
.win-commandlayout:lang(ur).win-appbar-minimal,
.win-commandlayout:lang(qps-plocm).win-appbar-minimal {
  padding-right: 0px;
  padding-left: 60px;
}
/* Narrow buttons and no labels */
.win-reduced button.win-command .win-label {
  display: none;
}
.win-reduced button.win-command .win-commandicon {
  margin: 0 8px;
  /* 2px margin for focus */
}
/* Narrow Separators */
.win-reduced hr.win-command {
  margin-bottom: 10px;
  margin-top: 10px;
}
.win-reduced hr.win-command {
  margin-left: 10px;
  margin-right: 9px;
}
.win-reduced hr.win-command:lang(ar),
.win-reduced hr.win-command:lang(dv),
.win-reduced hr.win-command:lang(fa),
.win-reduced hr.win-command:lang(he),
.win-reduced hr.win-command:lang(ku-Arab),
.win-reduced hr.win-command:lang(pa-Arab),
.win-reduced hr.win-command:lang(prs),
.win-reduced hr.win-command:lang(ps),
.win-reduced hr.win-command:lang(sd-Arab),
.win-reduced hr.win-command:lang(syr),
.win-reduced hr.win-command:lang(ug),
.win-reduced hr.win-command:lang(ur),
.win-reduced hr.win-command:lang(qps-plocm) {
  margin-left: 9px;
  margin-right: 10px;
}
/* Narrow Content Commands */
.win-reduced div.win-command {
  padding-left: 10px;
  padding-right: 10px;
}
/* AppBar reduced height and width. */
.win-commandlayout.win-reduced {
  padding-left: 10px;
  padding-right: 10px;
  width: calc(100% - 20px);
}
.win-commandlayout.win-reduced.win-appbar-showing,
.win-commandlayout.win-reduced.win-appbar-shown,
.win-commandlayout.win-reduced.win-appbar-hiding {
  min-height: 60px;
}
.win-commandlayout.win-reduced.win-appbar-minimal {
  padding-right: 60px;
  padding-left: 10px;
  width: calc(100% - 70px);
}
.win-commandlayout.win-reduced.win-appbar-minimal:lang(ar),
.win-commandlayout.win-reduced.win-appbar-minimal:lang(dv),
.win-commandlayout.win-reduced.win-appbar-minimal:lang(fa),
.win-commandlayout.win-reduced.win-appbar-minimal:lang(he),
.win-commandlayout.win-reduced.win-appbar-minimal:lang(ku-Arab),
.win-commandlayout.win-reduced.win-appbar-minimal:lang(pa-Arab),
.win-commandlayout.win-reduced.win-appbar-minimal:lang(prs),
.win-commandlayout.win-reduced.win-appbar-minimal:lang(ps),
.win-commandlayout.win-reduced.win-appbar-minimal:lang(sd-Arab),
.win-commandlayout.win-reduced.win-appbar-minimal:lang(syr),
.win-commandlayout.win-reduced.win-appbar-minimal:lang(ug),
.win-commandlayout.win-reduced.win-appbar-minimal:lang(ur),
.win-commandlayout.win-reduced.win-appbar-minimal:lang(qps-plocm) {
  padding-left: 60px;
  padding-right: 10px;
}
/*
High contrast AppBar needs a border
*/
@media (-ms-high-contrast) {
  /*
    AppBar Borders
